seed,entity,dimension,gold_degree,gold_base,pred_degree,pred_base,conf_degree,conf_base,conf_dim,gold_prob_degree,gold_prob_base,gold_prob_dim,correct,pred_is_p_token
577,bird,A,max,son,nul,son,0.871963,0.966799,0.918158,0.068295,0.966799,0.256959,0,0
577,bird,W,nul,pond,min,son,0.972065,0.668454,0.80609,0.017056,0.274928,0.068477,0,0
577,bird,R,min,tact,max,pond,0.983514,0.875126,0.927739,0.01495,0.116184,0.041676,0,0
577,bird,O,max,pel,max,tact,0.998519,0.950934,0.974436,0.998519,0.016793,0.12949,0,0
577,bird,S,max,vel,max,pel,0.964538,0.673309,0.805874,0.964538,0.256362,0.497264,0,0
577,bird,F,nul,od,min,vel,0.941875,0.548525,0.718778,0.002871,0.417078,0.034602,0,0
577,bird,L,max,vit,max,od,0.741022,0.824301,0.781553,0.741022,0.167781,0.352603,0,0
577,bird,An,max,anim,max,anim,0.991516,0.633058,0.792267,0.991516,0.633058,0.792267,1,0
577,shell,T,min,therm,min,therm,0.88487,0.968144,0.925571,0.88487,0.968144,0.925571,1,0
577,shell,H,max,dur,max,therm,0.840841,0.509759,0.654696,0.840841,0.466342,0.626195,0,0
577,shell,M,nul,hydr,med,dur,0.939072,0.920193,0.929584,0.03896,0.079072,0.055503,0,0
577,shell,V,med,luc,nul,hydr,0.986893,0.739275,0.854157,0.003482,0.248302,0.029403,0,0
577,shell,Z,nul,magn,min,luc,0.987708,0.587539,0.761785,0.002089,0.403635,0.029038,0,0
577,shell,A,min,son,min,son,0.964816,0.992763,0.97869,0.964816,0.992763,0.97869,1,0
577,shell,W,min,pond,mag,son,0.301595,0.781891,0.485607,0.180503,0.2137,0.196401,0,0
577,shell,R,mag,tact,max,pond,0.999258,0.702,0.837543,6.2e-05,0.284388,0.00421,0,0
577,shell,O,max,pel,nul,tact,0.508387,0.991711,0.710052,0.451905,0.005487,0.049797,0,0
577,shell,S,nul,vel,nul,vel,0.966975,0.533356,0.718152,0.966975,0.533356,0.718152,1,0
577,shell,F,nul,od,nul,vel,0.98988,0.64316,0.797904,0.98988,0.350783,0.589265,0,0
577,shell,L,nul,vit,nul,vit,0.996962,0.680963,0.823951,0.996962,0.680963,0.823951,1,0
577,shell,An,nul,anim,nul,anim,0.863882,0.81126,0.837158,0.863882,0.81126,0.837158,1,0
577,claw,T,min,therm,min,therm,0.539393,0.987845,0.729956,0.539393,0.987845,0.729956,1,0
577,claw,H,max,dur,max,therm,0.832151,0.610918,0.713005,0.832151,0.362996,0.549607,0,0
577,claw,M,nul,hydr,nul,dur,0.855232,0.987876,0.919164,0.855232,0.01088,0.096463,0,0
577,claw,V,min,luc,nul,hydr,0.987637,0.859635,0.921416,0.001851,0.073428,0.011657,0,0
577,claw,Z,nul,magn,nul,luc,0.998186,0.634014,0.795528,0.998186,0.167833,0.409303,0,0
577,claw,A,nul,son,nul,son,0.999576,0.960965,0.98008,0.999576,0.960965,0.98008,1,0
577,claw,W,nul,pond,max,son,0.989267,0.605366,0.773866,0.00727,0.386442,0.053003,0,0
577,claw,R,max,tact,max,pond,0.997677,0.977625,0.9876,0.997677,0.019971,0.141156,0,0
577,claw,O,max,pel,nul,tact,0.860079,0.997081,0.92605,0.12778,0.000374,0.006917,0,0
577,claw,S,nul,vel,nul,pel,0.989926,0.646374,0.799914,0.989926,0.040001,0.198993,0,0
577,claw,F,nul,od,nul,vel,0.994589,0.953235,0.973692,0.994589,0.041634,0.203491,0,0
577,claw,L,nul,vit,nul,od,0.998635,0.501149,0.707435,0.998635,0.480064,0.692393,0,0
577,claw,An,nul,anim,nul,vit,0.905682,0.764292,0.831989,0.905682,0.229847,0.456255,0,0
577,cave,T,min,therm,min,therm,0.962578,0.993322,0.977829,0.962578,0.993322,0.977829,1,0
577,cave,H,max,dur,med,therm,0.883779,0.669975,0.769487,0.100374,0.327031,0.181178,0,0
577,cave,M,med,hydr,nul,dur,0.994419,0.991186,0.992801,0.000625,0.007942,0.002229,0,0
577,cave,V,nul,luc,mag,hydr,0.992802,0.964666,0.978633,0.000821,0.021812,0.004232,0,0
577,cave,Z,mag,magn,min,luc,0.9766,0.652767,0.798431,0.018002,0.32281,0.076231,0,0
577,cave,A,min,son,max,son,0.999424,0.885839,0.940919,0.000258,0.885839,0.01513,0,0
577,cave,W,max,pond,mag,son,0.908495,0.981847,0.944459,0.0482,0.017655,0.029171,0,0
577,cave,R,mag,tact,max,pond,0.998752,0.813817,0.901555,0.000316,0.185751,0.007667,0,0
577,cave,O,max,pel,max,tact,0.961854,0.993882,0.977737,0.961854,0.005028,0.069545,0,0
577,cave,S,nul,vel,min,pel,0.927826,0.990432,0.958618,0.03908,0.006854,0.016366,0,0
577,cave,F,min,od,min,vel,0.547489,0.954293,0.722817,0.547489,0.038828,0.145801,0,0
577,cave,L,nul,vit,nul,od,0.99318,0.621619,0.785735,0.99318,0.37361,0.609149,0,0
577,cave,An,nul,anim,nul,vit,0.685228,0.769783,0.726276,0.685228,0.228523,0.395715,0,0
577,honey,T,med,therm,med,therm,0.954486,0.98673,0.970474,0.954486,0.98673,0.970474,1,0
577,honey,H,nul,dur,min,therm,0.483429,0.714458,0.587699,0.122824,0.277721,0.184691,0,0
577,honey,M,mag,hydr,mag,dur,0.992133,0.831252,0.908137,0.992133,0.165932,0.405742,0,0
577,honey,V,mag,luc,nul,hydr,0.792711,0.909405,0.849056,0.117772,0.086371,0.100857,0,0
577,honey,Z,nul,magn,nul,magn,0.975351,0.834813,0.90235,0.975351,0.834813,0.90235,1,0
577,honey,A,nul,son,min,son,0.911,0.997788,0.953407,0.031595,0.997788,0.177552,0,0
577,honey,W,min,pond,min,son,0.89663,0.811119,0.852803,0.89663,0.18836,0.410961,0,0
577,honey,R,min,tact,min,pond,0.986971,0.743352,0.856543,0.986971,0.256265,0.502918,0,0
577,honey,O,min,pel,min,tact,0.973948,0.950859,0.962335,0.973948,0.046931,0.213795,0,0
577,honey,S,min,vel,mag,pel,0.951733,0.982242,0.966867,0.012898,0.013614,0.013251,0,0
577,honey,F,mag,od,nul,od,0.964315,0.632155,0.780767,0.022524,0.632155,0.119325,0,0
577,honey,L,nul,vit,nul,vit,0.998941,0.915288,0.9562,0.998941,0.915288,0.9562,1,0
577,honey,An,nul,anim,nul,anim,0.856611,0.521236,0.668204,0.856611,0.521236,0.668204,1,0
